,ResponseId,MainBranch,Employment,RemoteWork,EdLevel,YearsCode,OrgSize,Country,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,WorkExp,ConvertedCompYearly,C#,C,HTML/CSS,Python,Dart,Bash/Shell,JavaScript,Java,Haskell,Assembly,Go,Groovy,Crystal,PHP,Delphi,C++,Clojure,Kotlin,APL,Rust,TypeScript,COBOL,PowerShell,Scala,Elixir,F#,LISP,Ruby,Julia,MATLAB,Objective-C,Erlang,Swift,Fortran,OCaml,R,SQL,Perl,Lua,VBA
50066,50067,2,2,1,1,3,8,1,3,1,1,1,1,1,1,2.0,145000.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50067,50068,2,2,2,1,2,4,4,5,1,1,1,4,1,2,1.0,66119.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50068,50069,2,2,2,5,3,4,1,2,8,2,8,51,1,9,1.0,1440000.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
50070,50071,2,2,2,2,4,4,13,1,1,1,1,70,1,2,3.0,99516.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50073,50074,2,2,1,1,3,4,50,2,1,1,1,2,1,2,1.0,26304.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50075,50076,2,2,2,1,2,4,30,2,1,1,1,36,5,3,0.0,7764.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50077,50078,2,2,2,1,4,1,14,1,1,1,1,4,1,3,2.0,80409.0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50079,50080,2,2,2,2,2,5,12,5,1,1,4,39,4,14,0.0,42657.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50083,50084,2,2,2,4,2,5,21,2,1,1,1,4,1,2,1.0,38976.0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50086,50087,2,2,1,1,3,4,61,2,1,1,1,40,1,2,2.0,37896.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50089,50090,2,2,2,1,3,4,1,1,1,1,1,1,1,2,2.0,93000.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50090,50091,2,2,1,5,1,1,11,5,1,1,4,96,1,2,1.0,7476.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50093,50094,2,2,1,1,2,1,32,2,1,1,1,108,1,2,0.0,12000.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50099,50100,2,1,1,1,4,9,24,1,1,1,1,4,1,4,2.0,95979.0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50101,50102,2,5,2,1,1,4,18,5,1,1,1,20,1,2,0.0,10318.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50102,50103,2,2,2,2,3,1,1,2,1,1,1,107,1,2,1.0,115000.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50108,50109,2,2,2,6,1,5,1,1,1,1,1,1,1,12,1.0,128000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50110,50111,2,2,1,1,2,4,4,5,1,1,1,4,1,2,0.0,66652.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50114,50115,2,2,1,1,3,1,1,2,1,1,1,1,1,9,2.0,145000.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50115,50116,2,2,1,7,4,2,1,1,1,1,1,5,1,2,2.0,200000.0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
50122,50123,2,2,1,2,3,5,11,1,1,1,1,108,1,2,2.0,27005.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50123,50124,2,2,1,9,2,2,109,5,1,1,1,59,1,2,0.0,10200.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50124,50125,2,1,1,2,4,1,6,1,1,1,1,2,1,2,2.0,92500.0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50126,50127,2,2,1,1,2,5,18,2,1,1,1,20,1,2,1.0,17028.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50131,50132,2,2,2,5,1,5,68,2,1,1,1,12,1,2,0.0,37872.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50134,50135,2,2,2,1,2,9,14,2,1,1,1,1,1,2,1.0,60307.0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50135,50136,2,2,1,1,4,8,105,1,1,1,1,460,1,2,2.0,120000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50136,50137,2,2,1,1,3,1,1,2,1,1,1,3,1,3,2.0,130000.0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50138,50139,2,2,1,2,2,4,14,2,1,1,1,1,1,3,0.0,50256.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50141,50142,2,2,1,1,3,5,1,2,1,1,1,1,1,9,1.0,125000.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50142,50143,1,2,2,2,2,8,1,1,1,1,1,41,1,2,2.0,145000.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
50145,50146,2,2,2,1,3,9,14,1,1,1,1,4,1,2,2.0,94230.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50146,50147,2,2,3,1,2,4,14,2,1,1,1,4,1,2,1.0,64664.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
50148,50149,2,2,1,5,2,1,27,2,5,1,11,92,1,15,1.0,35832.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50152,50153,2,2,1,1,3,4,1,2,1,1,1,461,1,2,1.0,147500.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50158,50159,2,2,1,2,2,7,18,2,1,1,1,20,1,4,1.0,10963.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50159,50160,2,2,1,1,2,5,3,2,2,1,1,462,1,1,0.0,113222.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
50161,50162,2,2,1,1,3,8,1,2,1,1,1,40,1,2,1.0,6500000.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50163,50164,2,2,2,5,4,2,1,1,1,1,1,1,1,2,3.0,160000.0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50165,50166,2,2,2,2,4,4,14,1,1,1,1,1,1,2,2.0,86691.0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50169,50170,2,2,2,4,4,5,1,1,1,1,1,1,1,2,3.0,230000.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50170,50171,2,2,2,1,3,8,14,2,1,1,1,1,1,27,2.0,69353.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50174,50175,2,2,2,1,4,9,29,2,1,1,1,1,1,2,2.0,84925.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50179,50180,2,2,3,1,3,4,1,2,1,1,1,3,1,2,1.0,88000.0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50180,50181,2,2,1,1,3,5,1,2,1,1,1,1,1,2,1.0,190000.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50182,50183,1,2,1,6,3,1,1,1,1,1,4,1,1,2,2.0,215000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50183,50184,2,2,3,2,1,9,55,5,1,1,1,68,1,2,0.0,12036.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50184,50185,2,2,1,4,4,4,32,1,1,1,1,108,1,2,2.0,95000.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50187,50188,1,2,1,1,3,8,1,1,1,1,1,3,1,14,2.0,129000.0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50188,50189,2,2,1,1,2,4,3,2,12,1,26,463,4,13,0.0,89797.0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50189,50190,2,2,3,2,3,1,4,5,1,1,1,4,1,2,0.0,58654.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50191,50192,2,1,2,1,3,8,11,3,1,1,1,41,1,14,3.0,24928.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50196,50197,2,2,1,2,2,4,14,1,2,1,4,1,1,2,1.0,62034.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50197,50198,2,2,2,5,5,1,10,4,1,1,1,2,1,2,3.0,90647.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50203,50204,2,2,2,4,4,5,4,3,1,1,1,2,1,2,3.0,46923.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50204,50205,1,2,2,1,2,1,5,2,1,1,4,2,1,2,1.0,95979.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50205,50206,2,2,3,4,2,1,2,5,1,1,1,2,1,2,0.0,22092.0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50209,50210,2,2,1,1,2,4,14,5,1,1,1,40,1,2,1.0,81666.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
50211,50212,2,2,1,5,1,4,3,2,1,1,1,1,1,2,0.0,42946.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50212,50213,2,1,1,2,3,7,17,2,1,1,1,2,1,2,1.0,38820.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50214,50215,2,3,1,1,4,7,14,3,1,1,4,4,1,2,3.0,170870.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50215,50216,2,2,1,2,2,4,3,2,1,1,1,1,1,2,1.0,117126.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50217,50218,2,2,1,2,2,4,3,2,1,1,1,79,1,2,1.0,62467.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50220,50221,2,2,1,1,4,2,1,4,1,1,1,1,1,2,3.0,145000.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50221,50222,2,2,2,2,4,1,4,1,1,1,1,35,1,2,2.0,66119.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50222,50223,2,2,1,1,3,5,18,2,1,1,1,20,1,2,1.0,38692.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50223,50224,2,2,1,1,5,4,1,4,3,2,2,5,3,6,4.0,175000.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50225,50226,2,2,1,2,3,1,2,1,1,1,1,4,1,2,1.0,383916.0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50228,50229,2,2,2,2,2,9,11,3,1,1,1,35,1,2,0.0,14952.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50230,50231,2,2,1,2,3,5,1,1,1,1,1,20,1,2,2.0,160000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50231,50232,2,2,1,1,4,1,1,1,1,1,3,1,1,2,2.0,136000.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50238,50239,2,2,1,1,2,4,1,2,1,1,1,1,1,9,0.0,117000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50239,50240,2,2,1,3,4,4,3,1,1,1,1,1,1,2,2.0,62800.0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50241,50242,2,2,1,1,2,7,1,2,1,1,21,1,1,9,0.0,95000.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50245,50246,2,2,1,1,1,5,18,2,1,1,1,20,1,2,0.0,5804.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50251,50252,2,2,1,2,2,4,1,1,1,1,1,1,1,2,2.0,150000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50252,50253,2,2,1,1,4,4,1,3,1,1,4,1,1,1,3.0,4600000.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50253,50254,2,2,1,2,2,8,3,2,1,1,1,2,1,2,2.0,109318.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50257,50258,1,2,1,5,3,7,1,2,1,1,1,1,1,22,1.0,115000.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50259,50260,2,2,1,2,3,8,64,2,1,1,1,108,1,2,1.0,84540.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50264,50265,2,3,1,1,2,2,41,2,1,1,1,12,1,1,0.0,36132.0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50265,50266,2,2,1,1,3,4,1,1,3,2,2,5,3,6,2.0,160000.0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50267,50268,2,2,1,1,1,3,1,2,1,1,1,1,1,9,0.0,80000.0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50268,50269,2,2,2,2,2,8,1,1,1,1,1,1,1,2,2.0,108000.0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50270,50271,2,2,1,1,3,4,1,2,1,1,4,61,1,9,1.0,180000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50274,50275,2,2,1,2,3,8,1,1,1,1,1,20,1,2,2.0,250000.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
50277,50278,2,2,2,9,4,8,11,3,1,1,1,12,1,2,3.0,29916.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50278,50279,2,2,2,1,2,5,41,5,1,1,1,10,1,2,0.0,29103.0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
50281,50282,2,2,2,1,2,5,1,1,1,1,1,1,1,20,2.0,100000.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50282,50283,2,2,2,9,2,1,15,5,1,1,4,2,1,2,1.0,23040.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50284,50285,2,1,2,6,5,9,1,6,1,1,1,1,1,2,4.0,150000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50288,50289,2,2,2,1,3,5,1,2,1,1,1,464,1,2,1.0,221000.0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
50289,50290,1,1,2,2,3,6,67,1,2,1,1,170,1,2,3.0,46908.0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
50290,50291,2,2,2,1,2,5,66,2,1,1,1,40,1,4,1.0,18792.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50291,50292,2,2,2,2,3,5,18,2,1,1,1,20,1,2,1.0,55458.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50293,50294,2,2,1,2,4,1,1,3,1,1,1,37,1,9,3.0,190000.0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50294,50295,2,2,2,2,4,8,1,1,1,1,1,1,1,2,2.0,140000.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50295,50296,2,2,2,5,3,8,1,2,1,1,1,1,1,2,1.0,80000.0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50296,50297,2,2,1,1,2,3,1,2,1,1,1,1,1,2,0.0,200000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50297,50298,2,2,1,1,2,2,1,2,1,1,1,1,1,2,1.0,600000.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50298,50299,2,2,1,1,3,8,1,2,1,1,1,3,1,2,2.0,200000.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50299,50300,2,2,3,1,1,8,30,2,1,1,1,36,1,2,0.0,22788.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50302,50303,2,2,1,1,4,8,1,4,1,1,1,1,1,2,3.0,150000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50303,50304,2,2,1,1,3,2,1,1,1,1,1,1,1,9,2.0,106000.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50304,50305,2,2,1,2,3,4,4,1,1,1,1,2,1,2,1.0,66119.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50306,50307,2,2,1,2,2,3,2,2,1,1,1,2,1,2,0.0,37325.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50311,50312,2,2,2,2,2,7,31,2,1,1,1,4,1,2,1.0,63986.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50314,50315,2,2,3,7,3,1,1,1,1,1,1,4,1,2,2.0,125000.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50315,50316,1,1,2,9,1,4,41,2,1,1,1,10,1,2,1.0,28850.0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50321,50322,2,2,2,2,2,3,16,2,1,1,1,16,1,2,0.0,66026.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50323,50324,2,2,1,4,3,5,21,1,1,1,1,2,1,2,2.0,72744.0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
